Sands_Main,Goblet_Main,Circlet_Main,%ATK,EM,%CRIT_DMG
EM,EM,%CRIT_DMG,23,5,2
EM,EM,%CRIT_DMG,24,4,2
EM,EM,%CRIT_DMG,0,17,13
EM,EM,%CRIT_DMG,1,17,12
EM,EM,%CRIT_DMG,2,17,11
EM,EM,%CRIT_DMG,3,17,10
EM,EM,%CRIT_DMG,4,17,9
EM,EM,%CRIT_DMG,5,17,8
EM,EM,%CRIT_DMG,6,17,7
EM,EM,%CRIT_DMG,7,17,6
EM,EM,%CRIT_DMG,8,17,5
EM,EM,%CRIT_DMG,9,17,4
EM,EM,%CRIT_DMG,10,17,3
EM,EM,%CRIT_DMG,11,17,2
EM,EM,%CRIT_DMG,12,17,1
EM,EM,%CRIT_DMG,13,16,1
EM,EM,%CRIT_DMG,14,15,1
EM,EM,%CRIT_DMG,15,14,1
EM,EM,%CRIT_DMG,16,13,1
EM,EM,%CRIT_DMG,17,12,1
EM,EM,%CRIT_DMG,18,11,1
EM,EM,%CRIT_DMG,19,10,1
EM,EM,%CRIT_DMG,20,9,1
EM,EM,%CRIT_DMG,21,8,1
EM,EM,%CRIT_DMG,22,7,1
EM,EM,%CRIT_DMG,23,6,1
EM,EM,%CRIT_DMG,24,5,1
EM,EM,%CRIT_DMG,0,18,12
EM,EM,%CRIT_DMG,1,18,11
EM,EM,%CRIT_DMG,2,18,10
EM,EM,%CRIT_DMG,3,18,9
EM,EM,%CRIT_DMG,4,18,8
EM,EM,%CRIT_DMG,5,18,7
EM,EM,%CRIT_DMG,6,18,6
EM,EM,%CRIT_DMG,7,18,5
EM,EM,%CRIT_DMG,8,18,4
EM,EM,%CRIT_DMG,9,18,3
EM,EM,%CRIT_DMG,10,18,2
EM,EM,%CRIT_DMG,11,18,1
EM,EM,%CRIT_DMG,12,18,0
EM,EM,%CRIT_DMG,13,17,0
EM,EM,%CRIT_DMG,14,16,0
EM,EM,%CRIT_DMG,15,15,0
EM,EM,%CRIT_DMG,16,14,0
EM,EM,%CRIT_DMG,17,13,0
EM,EM,%CRIT_DMG,18,12,0
EM,EM,%CRIT_DMG,19,11,0
EM,EM,%CRIT_DMG,20,10,0
EM,EM,%CRIT_DMG,21,9,0
EM,EM,%CRIT_DMG,22,8,0
EM,EM,%CRIT_DMG,23,7,0
EM,EM,%CRIT_DMG,24,6,0
EM,EM,%CRIT_DMG,25,0,5
EM,EM,%CRIT_DMG,25,1,4
EM,EM,%CRIT_DMG,25,2,3
EM,EM,%CRIT_DMG,25,3,2
EM,EM,%CRIT_DMG,25,4,1
EM,EM,%CRIT_DMG,25,5,0
EM,EM,%CRIT_DMG,26,0,4
EM,EM,%CRIT_DMG,26,1,3
EM,EM,%CRIT_DMG,26,2,2
EM,EM,%CRIT_DMG,26,3,1
EM,EM,%CRIT_DMG,26,4,0
EM,EM,%CRIT_DMG,27,0,3
EM,EM,%CRIT_DMG,27,1,2
EM,EM,%CRIT_DMG,27,2,1
EM,EM,%CRIT_DMG,27,3,0
EM,EM,%CRIT_DMG,28,0,2
EM,EM,%CRIT_DMG,28,1,1
EM,EM,%CRIT_DMG,28,2,0
EM,EM,%CRIT_DMG,29,0,1
EM,EM,%CRIT_DMG,29,1,0
EM,EM,%CRIT_DMG,30,0,0
